sr_no,procedure,category,min_price,avg_price,max_price
1,Consultation OPD,procedure,350.0,350.0,350.0
2,Consultation- for Inpatients,procedure,350.0,350.0,350.0
3,Dressings of wounds,procedure,255.0,300.0,300.0
4,Suturing of wounds with local anesthesia,procedure,97.0,112.0,112.0
5,Aspiration Plural Effusion - Diagnostic,procedure,595.0,700.0,700.0
6,Aspiration Plural Effusion - Therapeutic,procedure,595.0,700.0,700.0
7,"Abdominal / Peritoneal Aspiration - Diagnostic / Ascitic tapping /
paracentesis - Diagnostic",procedure,595.0,700.0,700.0
8,"Abdominal / Peritoneal Aspiration - Therapeutic/ Ascitic tapping /
paracentesis- Therapeutic",procedure,640.0,750.0,750.0
9,Pericardial Aspiration,procedure,380.0,437.0,437.0
10,Joints Aspiration,procedure,317.0,365.0,365.0
11,Biopsy Skin,procedure,230.0,265.0,265.0
12,Removal of Stitches /Sutures (7- 12 sutures),procedure,170.0,200.0,200.0
13,Venesection,procedure,595.0,700.0,700.0
14,Phimosis correction / Paraphimosis reduction / Circumcision Under LA,procedure,5100.0,6000.0,6000.0
15,Sternal puncture,procedure,173.0,199.0,199.0
16,Injection /Sclerotherapy / Banding of Haemorrhoids,procedure,595.0,700.0,700.0
17,Injection for Varicose Veins,procedure,595.0,700.0,700.0
18,Urinary bladder Catheterisation,procedure,595.0,700.0,700.0
19,Dilatation of Urethral stricture,procedure,1955.0,2300.0,2300.0
20,Incision & Drainage under local Anaesthesia (Large),procedure,1955.0,2300.0,2300.0
21,Intercostal Drainage,procedure,125.0,144.0,144.0
22,Peritoneal Dialysis,procedure,1466.0,1686.0,1686.0
23,Excision of Moles,ent,345.0,397.0,397.0
24,Excision of Warts,ent,280.0,322.0,322.0
25,Excision of Molluscum contagiosum,ent,130.0,150.0,150.0
26,Excision of Veneral Warts,ent,160.0,184.0,184.0
27,Excision of Corns,ent,140.0,161.0,161.0
28,I/D Injection Keloid,ent,97.0,112.0,112.0
29,Chemical Cautery (s),ent,110.0,127.0,127.0
30,Subconjunctival/subtenon’s injections in one eyes,ent,69.0,79.0,79.0
31,Subconjunctival/subtenon’s injections in both eyes,ent,138.0,158.0,158.0
32,Pterygium Surgery,ent,5500.0,6325.0,6325.0
33,Conjunctival Peritomy,ent,58.0,67.0,67.0
34,Conjunctival wound repair or exploration following blunt trauma,ent,3300.0,3795.0,3795.0
35,Removal of corneal foreign body,ent,105.0,120.0,120.0
36,Cauterization of ulcer/subconjunctival injection in one eye,ent,69.0,79.0,79.0
37,Cauterization of ulcer/subconjunctival injection in both eyes,ent,138.0,159.0,159.0
38,Corneal grafting—Penetrating keratoplasty,ent,5750.0,6613.0,6613.0
39,Corneal grafting—Lamellar keratoplasty,ent,4500.0,5175.0,5175.0
40,Cyanoacrylate /fibrin glue application for corneal perforation,ent,690.0,794.0,794.0
41,Bandage contact lenses for corneal perforation,ent,460.0,529.0,529.0
42,Scleral grafting or conjunctival flap for corneal perforation,ent,2300.0,2645.0,2645.0
43,Keratoconus correction with therapeutic contact lenses,ent,1080.0,1242.0,1242.0
44,UV radiation for cross-linking for keratoconus,ent,1800.0,2070.0,2070.0
45,EDTA for band shaped keratopathy,ent,780.0,893.0,893.0
46,Arcuate keratotomy for astigmatism,ent,2520.0,2898.0,2898.0
47,Re-suturing (Primary suturing) of corneal wound,ent,1150.0,1323.0,1323.0
48,Penetrating keratoplasty ---- with glaucoma surgery,ent,12144.0,13966.0,13966.0
49,Penetrating keratoplasty --- with vitrectomy,ent,10930.0,12569.0,12569.0
50,Penetrating keratoplasty ---- with IOL implantation,ent,12290.0,14133.0,14133.0
51,DALK- Deep anterior lamellar keratoplasty,ent,15525.0,17854.0,17854.0
52,Keratoprosthesis stage I and II,ent,10350.0,11903.0,11903.0
53,DSAEK- Descemet’s stripping automated endothelial keratoplasty,ent,16675.0,19176.0,19176.0
54,ALTK- Automated lamellar therapeutic keratoplasty,ent,14850.0,17078.0,17078.0
55,Probing and Syringing of lacrimal sac- in one eye,ent,69.0,79.0,79.0
56,Probing and Syringing of lacrimal sac- in both eye,ent,138.0,159.0,159.0
57,Dacryocystorhinostomy—Plain,ent,2588.0,2976.0,2976.0
58,"Dacryocystorhinostomy—Plain with intubation and/or with
lacrimal implants",ent,8775.0,10092.0,10092.0
59,Dacryocystorhinostomy—conjunctival with implant,ent,8280.0,9532.0,9532.0
60,Caliculoplasty,ent,2070.0,2381.0,2381.0
61,Dacryocystectomy,ent,1725.0,1984.0,1984.0
62,Punctal plugs for dry eyes,ent,117.0,135.0,135.0
63,Refraction,ent,40.0,46.0,46.0
64,Indirect Ophthalmoscopy,ent,67.0,77.0,77.0
65,Orthoptic check-up- with synoptophore,ent,44.0,51.0,51.0
66,Lees’ charting or Hess’ charting,ent,100.0,115.0,115.0
67,Orthoptic exercises,ent,50.0,58.0,58.0
68,Pleoptic exercises,ent,50.0,58.0,58.0
69,Perimetry/field test—Goldman,ent,144.0,166.0,166.0
70,Perimetry/field test— automated,ent,144.0,166.0,166.0
71,Fluorescein angiography for fundus or iris,ent,828.0,952.0,952.0
72,Ultrasound A- Scan,ent,777.0,893.0,893.0
73,Ultrasound B- Scan,ent,230.0,265.0,265.0
74,Fundus Photo Test,ent,180.0,207.0,207.0
75,Indocyanin green angiography,ent,828.0,952.0,952.0
76,Corneal endothelial cell count with specular microscopy,ent,230.0,265.0,265.0
77,Corneal topography,ent,298.0,343.0,343.0
78,Corneal pachymetry,ent,230.0,265.0,265.0
79,Auto-refraction,ent,35.0,40.0,40.0
80,Macular function tests,ent,44.0,51.0,51.0
81,Potential acuity metry,ent,90.0,104.0,104.0
82,Laser interferometry,ent,173.0,199.0,199.0
83,OCT-Optical coherence tomography,ent,1913.0,2250.0,2250.0
84,HRT- Heidelberg’s retinal tomogram,ent,150.0,173.0,173.0
85,GDX--- Nerve fibre layer analyzer,ent,88.0,101.0,101.0
86,UBM- Ultrasound bio microscopy,ent,135.0,156.0,156.0
87,Non Contact tonometry,ent,50.0,58.0,58.0
88,IOP measurement with schiotz,ent,30.0,35.0,35.0
89,IOP measurement with applation tonometry,ent,50.0,58.0,58.0
90,Three mirror examination for reti,ent,58.0,67.0,67.0
91,90 D lens examination,ent,50.0,58.0,58.0
92,Gonioscopy,ent,58.0,67.0,67.0
93,Chalazion incision and curettage in one eye,ent,400.0,460.0,460.0
94,Chalazion incision and curettage in both eyes,ent,431.0,496.0,496.0
95,Ptosis surgery with fasanella servat procedure,ent,2300.0,2645.0,2645.0
96,Ptosis surgery with LPS resection one lid,ent,5500.0,6325.0,6325.0
97,Ptosis surgery with Sling surgery one lid,ent,6003.0,6904.0,6904.0
98,Ectropion surgery- one lid,ent,1400.0,1610.0,1610.0
99,Ectropion surgery- both lids,ent,2500.0,2875.0,2875.0
100,Epicanthus correction,ent,1550.0,1783.0,1783.0
101,Cantholysis and canthotomy,ent,575.0,662.0,662.0
102,Entropion surgery- one lid,ent,1380.0,1587.0,1587.0
103,Entropion surgery- both lids,ent,2000.0,2300.0,2300.0
104,Tarsorraphy,ent,650.0,748.0,748.0
105,Suturing of lid lacerations,ent,1035.0,1191.0,1191.0
106,Lid retraction repair,ent,1530.0,1760.0,1760.0
107,Concretions removal,ent,115.0,132.0,132.0
108,Bucket handle procedure for lid tumors,ent,345.0,397.0,397.0
109,Cheek rotation flap for lid tumors,ent,6900.0,7935.0,7935.0
110,Orbitotomy,ent,7245.0,8332.0,8332.0
111,Enucleation,ent,3000.0,3450.0,3450.0
112,Enucleation with orbital implants and artificial prosthesis,ent,3000.0,3450.0,3450.0
113,Evisceration,ent,3450.0,3968.0,3968.0
114,Evisceration with orbital implants and artificial prosthesis,ent,5124.0,5892.0,5892.0
115,Telecanthus correction,ent,5175.0,5951.0,5951.0
116,Orbital decompression,ent,5750.0,6613.0,6613.0
117,Exenteration,ent,5750.0,6613.0,6613.0
118,Exenteration with skin grafting,ent,6210.0,7142.0,7142.0
119,Fracture orbital repair,ent,8280.0,9522.0,9522.0
120,Retinal laser procedures,ent,1350.0,1553.0,1553.0
121,Retinal detachment surgery,ent,11500.0,13225.0,13225.0
122,Retinal detachment surgery with scleral buckling,ent,13800.0,15870.0,15870.0
123,Buckle removal,ent,1150.0,1323.0,1323.0
124,Silicone oil removal,ent,2520.0,2898.0,2898.0
125,Anterior retinal cryopexy,ent,1162.0,1336.0,1336.0
126,Squint correction for one eye,ent,4500.0,5175.0,5175.0
127,Squint correction for both eyes,ent,6750.0,7763.0,7763.0
128,Trabeculectomy,ent,6210.0,7142.0,7142.0
129,Trabeculotomy,ent,6210.0,7142.0,7142.0
130,Trabeculectomy with Trabeculotomy,ent,9315.0,10713.0,10713.0
131,Trephition,ent,2070.0,2381.0,2381.0
132,Goniotomy,ent,345.0,397.0,397.0
133,Glaucoma surgery with Glaucoma valves (valve cost extra),ent,6210.0,7142.0,7142.0
134,Cyclocryotherapy,ent,1150.0,1323.0,1323.0
135,YAG laser iridotomy,ent,1350.0,1553.0,1553.0
136,YAG laser capsulotomy,ent,984.0,1131.0,1131.0
137,ALT-Argon laser trabeculoplasty,ent,1495.0,1719.0,1719.0
138,PDT-Photodymic therapy,ent,3105.0,3572.0,3572.0
139,TTT- Transpupillary thermal therapy,ent,3000.0,3450.0,3450.0
140,PTK- Phototherapeutic keratectomy,ent,7500.0,8625.0,8625.0
141,Argon/diode laser for retinal detatchment,ent,1150.0,1323.0,1323.0
142,Intralase application for keratoconus,ent,5750.0,6613.0,6613.0
143,EOG- electro-oculogram,ent,810.0,932.0,932.0
144,ERG- Electro-retinogram,ent,715.0,822.0,822.0
145,VEP- visually evoked potential,ent,720.0,828.0,828.0
146,Vitrectomy- pars plana,ent,10350.0,11903.0,11903.0
147,Intravitreal injections- of antibiotics,ent,1150.0,1323.0,1323.0
148,Intravitreal injections- of lucentis excluding cost of drug,ent,3000.0,3450.0,3450.0
149,X- Ray orbit,ent,115.0,132.0,132.0
150,CT-orbit and brain,ent,1600.0,1840.0,1840.0
151,MRI- Orbit and brain,ent,3105.0,3571.0,3571.0
152,Dacryocystography,ent,340.0,391.0,391.0
153,Orbital angio-graphical studies,ent,1500.0,1725.0,1725.0
154,ECCE with IOL,ent,3105.0,3571.0,3571.0
155,SICS with IOL,ent,4500.0,5175.0,5175.0
156,Phaco with foldable IOL (silicone and acrylic)/PMMA IOL,ent,9703.0,11158.0,11158.0
157,Pars plana lensectomy with/without IOL,ent,9315.0,10713.0,10713.0
158,"Secondary IOL implantation- AC IOL PC IOL or scleral
fixated IOL",ent,6900.0,7935.0,7935.0
159,"Cataract extraction with IOL with capsular tension rings
(Cionni’s ring)",ent,13500.0,15525.0,15525.0
160,Optic nerve sheathotomy,ent,7500.0,8625.0,8625.0
161,Iridodialysis repair or papillary reconstruction,ent,5000.0,5750.0,5750.0
162,Iris cyst removal,ent,850.0,978.0,978.0
163,Lid Abscess incision and Drainage,ent,1700.0,1955.0,1955.0
164,Orbital Abscess incision and Drainage,ent,3000.0,3450.0,3450.0
165,Biopsy,ent,460.0,529.0,529.0
166,Paracentesis,ent,230.0,265.0,265.0
167,Scleral graft for scleral melting or perforation,ent,2520.0,2898.0,2898.0
168,Amniotic membrane grafting,ent,1100.0,1265.0,1265.0
169,Cyclodiathermy,ent,2070.0,2380.0,2380.0
170,Intraocular foreign body removal,ent,187.0,215.0,215.0
171,Electrolysis,ent,230.0,265.0,265.0
172,Perforating injury repair,ent,4500.0,5175.0,5175.0
173,Botulinum injection for blepharospasm or squint,ent,2500.0,2875.0,2875.0
174,Flap Operation per quadrant,dental,360.0,414.0,414.0
175,Gingivectomy per quadrant,dental,234.0,269.0,269.0
176,Reduction & immobilization of fracture- Maxilla Under LA,dental,900.0,1035.0,1035.0
177,Reduction & immobilization of fracture-Mandible Under LA,dental,3150.0,3623.0,3623.0
178,splints/Cirucum mandibular wiring under LA,dental,510.0,587.0,587.0
179,splints/Cirucum mandibular wiring under GA,dental,990.0,1139.0,1139.0
180,Internal wire fixation/plate fixation of Maxilla under LA,dental,3000.0,3450.0,3450.0
181,Internal wire fixation/plate fixation of Maxilla under GA,dental,4000.0,4600.0,4600.0
182,Internal wire fixation/plate fixation of Mandible under LA,dental,3500.0,4025.0,4025.0
183,Internal wire fixation/plate fixation of Mandible under GA,dental,4250.0,4888.0,4888.0
184,Extraction per tooth under LA,dental,80.0,92.0,92.0
185,Complicated Ext. per Tooth under LA,dental,100.0,115.0,115.0
186,Extraction of impacted tooth under LA,dental,160.0,184.0,184.0
187,"Extraction in mentally retarded/patients with systemic
diseases/patient with special needs under short term GA",dental,939.0,1080.0,1080.0
188,"Cyst & tumour of Maxilla /mandible by enucleation/ excision/
marsupalisation upto 4 cms under LA",dental,244.0,281.0,281.0
189,"Cyst & tumour of Maxilla/mandible by enucleation/ excision/
marsupalisation size more than 4 cms under LA",dental,406.0,467.0,467.0
190,"Cyst & tumour of Maxilla/mandible by enucleation / excision /
marsupalisation size more than 4 cms under GA",dental,1000.0,1150.0,1150.0
191,TM joint ankylosis- under GA,dental,6750.0,7763.0,7763.0
192,Biopsy Intraoral-Soft tissue,dental,374.0,430.0,430.0
193,Biopsy Intraoral-Bone,dental,375.0,431.0,431.0
194,Hemi-mandibulectomy with graft,dental,18900.0,21735.0,21735.0
195,Hemi-mandibulectomy without graft,dental,18900.0,21735.0,21735.0
196,Segmental-mandibulectomy with graft,dental,3400.0,3910.0,3910.0
197,Segmental-mandibulectomy without graft,dental,990.0,1139.0,1139.0
198,Maxillectomy- Total with graft,dental,2500.0,2875.0,2875.0
199,Maxillectomy- Total without graft,dental,1950.0,2243.0,2243.0
200,Maxillectomy- partial with graft,dental,3000.0,3450.0,3450.0
201,Maxillectomy- partial without graft,dental,2500.0,2875.0,2875.0
202,Release of fibrous bands & grafting -in (OSMF) treatment under GA,dental,1500.0,1725.0,1725.0
203,Pre-prosthetic surgery- Alveoloplasty,dental,500.0,575.0,575.0
204,Pre-prosthetic surgery - ridge augmentation,dental,1200.0,1380.0,1380.0
205,Root canal Treatment(RCT) Anterior teeth(per tooth),dental,500.0,575.0,575.0
206,Root canal Treatment(RCT) Posterior teeth (per tooth),dental,700.0,805.0,805.0
207,Apicoectomy- Single root,dental,500.0,575.0,575.0
208,Apicoectomy-Multiple roots,dental,650.0,748.0,748.0
209,Metal Crown-per unit,dental,500.0,575.0,575.0
210,Metal Crown with Acrylic facing per unit,dental,700.0,805.0,805.0
211,Complete single denture-metal based,dental,1500.0,1725.0,1725.0
212,Complete denture- acrylic based per arch,dental,950.0,1093.0,1093.0
213,Removable partial denture-Metal based-upto 3 teeth,dental,700.0,805.0,805.0
214,Removable partial denture-Metal based-more than 3 teeth,dental,900.0,1035.0,1035.0
215,Removable partial denture-Acrylic based-upto 3 teeth,dental,500.0,575.0,575.0
216,Removable partial denture-Acrylic based-more than 3 teeth,dental,264.0,304.0,304.0
217,Amalgum restoration-per tooth,dental,200.0,230.0,230.0
218,Composite Restoration-per tooth-anterior tooth,dental,250.0,288.0,288.0
219,Glas Ionomer-per tooth,dental,200.0,230.0,230.0
220,Scaling & polishing,dental,300.0,345.0,345.0
221,Removable Orthodontics appliance- per Arch,dental,700.0,805.0,805.0
222,Fixed Orhtodontics-per Arch,dental,1150.0,1323.0,1323.0
223,Space maintainers-Fixed,dental,500.0,575.0,575.0
224,Habit breaking appliances-removable,dental,800.0,920.0,920.0
225,Habit breaking appliances-Fixed,dental,1500.0,1725.0,1725.0
226,Expansion plate,dental,1000.0,1150.0,1150.0
227,Feeding appliance for cleft palate,dental,1500.0,1725.0,1725.0
228,Maxillo-facial prosthesis (sal/auricular/orbital/facial lost part),dental,3500.0,4025.0,4025.0
229,Functional orthodentic appliances,dental,3000.0,3450.0,3450.0
230,Obturator (Maxillo-facial),dental,1500.0,1725.0,1725.0
231,Occlusal night guard(splint),dental,800.0,920.0,920.0
232,Pure Tone Audiogram,ent,172.0,198.0,198.0
233,Impedence with stepedeal reflex,ent,230.0,265.0,265.0
234,SISI Tone Decay,ent,132.0,152.0,152.0
235,Multiple hearing assessment test to Adults,ent,115.0,132.0,132.0
236,Speech Discrimination Score,ent,90.0,103.0,103.0
237,Speech Assessment,ent,120.0,138.0,138.0
238,Speech therapy per session of 30-40 minutes,ent,131.0,151.0,151.0
239,Cold Calorie Test for Vestibular function,ent,172.0,198.0,198.0
240,Removal of foreign body From Nose,ent,345.0,397.0,397.0
241,Removal of foreign body From Ear,ent,230.0,265.0,265.0
242,Syringing (Ear),ent,166.0,191.0,191.0
243,Polyp removal under LA,ent,575.0,661.0,661.0
244,Polyp removal under GA,ent,850.0,978.0,978.0
245,Peritonsillar abscess Drainage under LA,ent,1449.0,1666.0,1666.0
246,Myringoplasty,ent,6210.0,7142.0,7142.0
247,Staepedectomy,ent,8280.0,9522.0,9522.0
248,Myringotomy with Grommet insertion,ent,4600.0,5290.0,5290.0
249,Tympanotomy,ent,7763.0,8927.0,8927.0
250,Tympanoplasty,ent,12420.0,14283.0,14283.0
251,Mastoidectomy,ent,13455.0,15474.0,15474.0
252,Otoplasty,ent,14490.0,16664.0,16664.0
253,Labyrinthectomy,ent,12420.0,14283.0,14283.0
254,Skull Base surgery,ent,25000.0,28750.0,28750.0
255,Facial Nerve Decompression,ent,15525.0,17855.0,17855.0
256,Septoplasty,ent,5750.0,6613.0,6613.0
257,Submucous Resection,ent,7314.0,8411.0,8411.0
258,Septo-rhinoplasty,ent,14490.0,16664.0,16664.0
259,Rhinoplasty- Non-cosmetic,ent,11500.0,13225.0,13225.0
260,Fracture Reduction,ent,4250.0,5000.0,5000.0
261,Intra nasal Diathermy,ent,1150.0,1323.0,1323.0
262,Turbinectomy,ent,5750.0,6613.0,6613.0
263,Endoscopic DCR,ent,13000.0,14950.0,14950.0
264,Endoscopic Surgery,ent,12420.0,14283.0,14283.0
265,Septal Perforation Repair,ent,12420.0,14283.0,14283.0
266,Antrum Puncture,ent,950.0,1093.0,1093.0
267,Lateral Rhinotomy,ent,1000.0,1150.0,1150.0
268,Cranio-facial resection,ent,22950.0,26393.0,26393.0
269,Caldwell Luc Surgery,ent,10626.0,12220.0,12220.0
270,Angiofibroma Excision,ent,17000.0,19550.0,19550.0
271,Endoscopic Hypophysectomy,ent,21500.0,24725.0,24725.0
272,Endoscopic Optic Nerve Decompression,ent,29498.0,33922.0,33922.0
273,Decompression of Orbit,ent,22950.0,26400.0,26400.0
274,Punch/Wedge biopsy,ent,674.0,775.0,775.0
275,Tonsillectomy,ent,5000.0,5750.0,5750.0
276,Uvulo-palatoplasty,ent,15000.0,17250.0,17250.0
277,FESS for antrochoal polyp,ent,5750.0,6613.0,6613.0
278,FESS for ethmoidal polyp,ent,5751.0,6614.0,6614.0
279,Polyp removal ear,ent,748.0,860.0,860.0
280,Polyp removal Nose(Septal polyp),ent,748.0,860.0,860.0
281,Mastoidectomy plus Ossciculoplasty including TORP or PORP,ent,2415.0,2777.0,2777.0
282,Endolymphatic sac decompression,ent,2875.0,3306.0,3306.0
283,Diagnostic endoscopy under GA,ent,2300.0,2645.0,2645.0
284,Yonges operation for Atrophic rhinitis,ent,6900.0,7935.0,7935.0
285,Vidian neurectomy for vasomotor Rhinitis,ent,9315.0,10713.0,10713.0
286,Nasal Packing-anterior,ent,345.0,397.0,397.0
287,Nasal Packing-posterior,ent,805.0,926.0,926.0
288,Ranula Excision,ent,6843.0,7869.0,7869.0
289,Tongue Tie excision,ent,1350.0,1553.0,1553.0
290,Sub Mandibular Duct Lithotomy,ent,269.0,309.0,309.0
291,Adenoidectomy,ent,5640.0,6486.0,6486.0
292,Palatopharyngoplasty,ent,7348.0,8451.0,8451.0
293,Pharyngoplasty,ent,15474.0,17795.0,17795.0
294,Styloidectomy,ent,8280.0,9522.0,9522.0
295,Direct laryngoscopy including Biopsy under GA,ent,5000.0,5750.0,5750.0
296,Oesophagoscopy/foreign body removal from,ent,1800.0,2070.0,2070.0
297,Bronchoscopy with F.B.removal,ent,2438.0,2804.0,2804.0
298,Other Major Surgery,ent,15000.0,17250.0,17250.0
299,Other Minor Surgery,ent,7650.0,9000.0,9000.0
300,Ear Lobe Repair one side,ent,450.0,518.0,518.0
301,Excision of Pinna for Growth (Squamous/Basal/ Injuries) Skin Only,ent,3600.0,4140.0,4140.0
302,Excision of Pinna for Growth (Squamous/Basal/ Injuries) Skin and Cartilage,ent,3800.0,4370.0,4370.0
303,Partial Amputation of Pinna,ent,4500.0,5175.0,5175.0
304,Total Amputation of Pinna,ent,6200.0,7130.0,7130.0
305,Total Amputation & Excision of External Auditory Meatus,ent,1500.0,1725.0,1725.0
306,Excision of Cystic Hygroma,ent,4658.0,5356.0,5356.0
307,Excision of Cystic Hygroma Extensive,ent,6707.0,7713.0,7713.0
308,Excision of Branchial Cyst,ent,9315.0,10713.0,10713.0
309,Excision of Branchial Sinus,ent,9315.0,10713.0,10713.0
310,Excision of Pharyngeal Diverticulum,ent,9522.0,10950.0,10950.0
311,Excision of Carotid Body-Tumours,ent,10454.0,12021.0,12021.0
312,Operation for Cervical Rib,ent,12500.0,14375.0,14375.0
313,Block Dissection of Cervical Lymph Nodes,ent,15000.0,17250.0,17250.0
314,Pharyngectomy & Reconstruction,ent,15000.0,17250.0,17250.0
315,Operation for Carcinoma Lip - Wedge-Excision,ent,7245.0,8332.0,8332.0
316,Operation for Carcinoma Lip - Vermilionectomy,ent,5758.0,6622.0,6622.0
317,Operation for Carcinoma Lip - Wedge Excision and Vermilonectomy,ent,8363.0,9617.0,9617.0
318,Estlander Operation,ent,6728.0,7736.0,7736.0
319,Abbe Operation,ent,9800.0,11270.0,11270.0
320,Cheek Advancement,ent,8798.0,10143.0,10143.0
321,Excision of the Maxilla,ent,17388.0,19996.0,19996.0
322,Excision of mandible-segmental,ent,13972.0,16069.0,16069.0
323,Mandibulectomy,ent,18900.0,21735.0,21735.0
324,Partial Glossectomy,ent,5520.0,6348.0,6348.0
325,Hemiglossectomy,ent,7000.0,8050.0,8050.0
326,Total Glossectomy,ent,20596.0,23686.0,23686.0
327,Commondo Operation,ent,22000.0,25300.0,25300.0
328,Parotidectomy - Superficial,ent,12075.0,13886.0,13886.0
329,Parotidectomy - Total,ent,13500.0,15525.0,15525.0
330,Parotidectomy - Radical,ent,17595.0,20559.0,20559.0
331,Repair of Parotid Duct,ent,11500.0,13225.0,13225.0
332,Removal of Submandibular Salivary gland,ent,8625.0,9919.0,9919.0
333,Hemithyroidectomy,ent,9500.0,10925.0,10925.0
334,Partial Thyroidectomy (lobectomy),ent,11500.0,13225.0,13225.0
335,Subtotal Thyroidectomy,ent,11748.0,13510.0,13510.0
336,Total Thyroidectomy,ent,17100.0,19665.0,19665.0
337,Resection Enucleation of thyroid Adenoma,ent,9522.0,10950.0,10950.0
338,Total Thyroidectomy and Block Dissection,ent,23805.0,27376.0,27376.0
339,Excision of Lingual Thyroid,ent,15194.0,17472.0,17472.0
340,Excision of Thyroglossal Cyst/Fistula,ent,11902.0,13688.0,13688.0
341,Excision of Parathyroid Adenoma/Carcinoma,ent,19148.0,22020.0,22020.0
342,Laryngectomy,ent,17825.0,20499.0,20499.0
343,Laryngo Pharyngectomy,ent,27000.0,31050.0,31050.0
344,Hyoid Suspension,ent,9315.0,10713.0,10713.0
345,Genioplasty,ent,12000.0,13800.0,13800.0
346,Direct Laryngoscopy including biopsy under GA,ent,5175.0,5951.0,5951.0
347,Phonosurgery,ent,13800.0,15870.0,15870.0
348,Fibroptic examition of Larynx under LA,ent,1725.0,1984.0,1984.0
349,Microlaryngeal Surgery,ent,9315.0,10713.0,10713.0
350,Laryngofissure,ent,15525.0,17854.0,17854.0
351,Tracheal Stenosis Excision,ent,17802.0,20472.0,20472.0
352,Excisional Biopsies,ent,5175.0,5952.0,5952.0
353,Benign Tumour Excisions,ent,9500.0,10925.0,10925.0
354,Temporal Bone subtotal resection,ent,18630.0,21425.0,21425.0
355,Modified Radical Neck Dissection,ent,22770.0,26185.0,26185.0
356,Carotid Body Excision,ent,26000.0,29900.0,29900.0
357,Total Laryngectomy,ent,35273.0,40564.0,40564.0
358,Flap Reconstructive Surgery,ent,37260.0,42850.0,42850.0
359,Parapharyngeal Tumour Excision,ent,35397.0,40747.0,40747.0
360,Other Major Surgery,ent,21250.0,25000.0,25000.0
361,Other Minor Surgery,ent,5000.0,5750.0,5750.0
362,Drainage of abscess,ent,5400.0,6210.0,6210.0
363,Excision of lumps,ent,6969.0,8014.0,8014.0
364,Local mastectomy-simple,ent,12650.0,14548.0,14548.0
365,Radical mastectomy-formal or modified.,ent,25875.0,29756.0,29756.0
366,Excision of mammary fistula,ent,13973.0,16070.0,16070.0
367,Segmental resection of breast,ent,14490.0,16664.0,16664.0
368,Other Major Surgery,ent,25000.0,28750.0,28750.0
369,Other Minor Surgery,ent,5000.0,5750.0,5750.0
370,Injury Of Superficial Soft Tissues,ent,425.0,500.0,500.0
371,Suturing of small wounds,ent,1060.0,1250.0,1250.0
372,Secondary suture of wounds,ent,3400.0,4000.0,4000.0
373,Debridement of wounds,ent,1275.0,1500.0,1500.0
374,Removal Of Foreign Bodies- without C-ARM,ent,1275.0,1500.0,1500.0
375,Excision of Cervical Lymph Node under LA,ent,2635.0,3100.0,3100.0
376,Excision of Axillary Lymph Node under Gl Anaesthesia,ent,6715.0,7900.0,7900.0
377,Excision of Inguinal Lymph Node under LA,ent,2550.0,3000.0,3000.0
378,Excision Biopsy of Ulcers,ent,1323.0,1522.0,1522.0
379,Excision Biopsy of Superficial Lumps,ent,2898.0,3333.0,3333.0
380,Incision Biopsy of Growths/Ulcers,ent,1470.0,1691.0,1691.0
381,Trucut Needle Biopsy (Including Needle),ent,2975.0,3500.0,3500.0
382,Percutaneous Kidney Biopsy,ent,1470.0,1691.0,1691.0
383,Marrow Biopsy (Open),ent,1060.0,1219.0,1219.0
384,Muscle Biopsy,ent,1470.0,1691.0,1691.0
385,Scalene Node Biopsy,ent,1215.0,1398.0,1398.0
386,Excision of Sebaceous Cysts,ent,1118.0,1278.0,1278.0
387,Excision of Superficial Lipoma,ent,1739.0,2000.0,2000.0
388,Excision of Superficial Neurofibroma,ent,2500.0,2875.0,2875.0
389,Excision of Dermoid Cysts,ent,2050.0,2357.0,2357.0
390,Haemorrhoidectomy,ent,25500.0,30000.0,30000.0
391,Stappler haemorrhoidectomy,ent,37145.0,43700.0,43700.0
392,keloid excision,ent,1150.0,1323.0,1323.0
393,Varicose vein Surgery- Trendelenburg operation with suturing or ligation,ent,19550.0,23000.0,23000.0
394,Atresia of Oesophagus and Tracheo Oesophageal Fistula,ent,25875.0,29757.0,29757.0
395,Operations for Replacement of Oesophagus by Colon,ent,25000.0,28750.0,28750.0
396,Oesophagectomy for Carcinoma Easophagus,ent,25000.0,28750.0,28750.0
397,Oesophageal Intubation (Mausseau Barbin Tube),ent,11500.0,13225.0,13225.0
398,Achalasia Cardia Transthoracic,ent,13455.0,15474.0,15474.0
399,Achalasia Cardia Abdominal,ent,12650.0,14548.0,14548.0
400,Oesophago Gastrectomy for mid 1/3 lesion,ent,22045.0,25352.0,25352.0
401,Heller’s Operation,ent,17775.0,20442.0,20442.0
402,Colon-Inter position or Replacement of Oesophagus,ent,20286.0,23329.0,23329.0
403,Oesophago Gastrectomy – Lower Corringers procedure,ent,19251.0,22139.0,22139.0
404,Other Major Surgery,ent,27625.0,32500.0,32500.0
405,Other Minor Surgery,ent,5000.0,5750.0,5750.0
406,Gastroscopy,ent,1552.0,1785.0,1785.0
407,Gastric & Duodenal Biopsy (Endoscopic),ent,1950.0,2243.0,2243.0
408,Pyloromyotomy,ent,2800.0,3220.0,3220.0
409,Gastrostomy,ent,8625.0,9919.0,9919.0
410,Simple Closure of Perforated peptic Ulcer,ent,9775.0,11241.0,11241.0
